0.1,0.001,,,,,,,,
0.1,0.002,,,,,,,,
0.1,0.002,,,,,,,,
0.1,0.002,,,,,,,,
0.1,0.003,,,,,,,,
0.1,0.004,,,,,,,,
0.1,0.004,,,,,K=1,S=2,μ=1,
0.3,0.061,,,,,,,,
0.3,0.061,,,,,,,,
0.3,0.062,,,,,,,,
0.3,0.062,,,,,,,,
0.3,0.062,,,,,,,,
0.3,0.062,,,,,,,,
0.3,0.063,,,,,,,,
0.3,0.063,,,,,,,,
0.3,0.063,,,,,,,,
0.3,0.063,,,,,,,,
0.3,0.063,,,,,,,,
0.3,0.063,,,,,,,,
0.3,0.063,,,,,,,,
0.3,0.063,,,,,,,,
0.3,0.064,,,,,,,,
0.3,0.064,,,,,,,,
0.3,0.064,,,,,,,,
0.3,0.064,,,,,,,,
0.3,0.065,,,,,,,,
0.3,0.065,,,,,,,,
0.3,0.066,,,,,,,,
0.3,0.066,,,,,,,,
0.3,0.066,,,,,,,,
0.3,0.066,,,,,,,,
0.3,0.066,,,,,,,,
0.3,0.067,,,,,,,,
0.3,0.067,,,,,,,,
0.3,0.067,,,,,,,,
0.3,0.067,,,,,,,,
0.3,0.067,,,,,,,,
0.3,0.068,,,,,,,,
0.3,0.068,,,,,,,,
0.3,0.069,,,,,,,,
0.3,0.069,,,,,,,,
0.3,0.069,,,,,,,,
0.3,0.069,,,,,,,,
0.3,0.07,,,,,,,,
0.3,0.07,,,,,,,,
0.3,0.07,,,,,,,,
0.3,0.07,,,,,,,,
0.3,0.07,,,,,,,,
0.3,0.07,,,,,,,,
0.3,0.071,,,,,,,,
0.3,0.071,,,,,,,,
0.3,0.071,,,,,,,,
0.3,0.072,,,,,,,,
0.3,0.072,,,,,,,,
0.3,0.072,,,,,,,,
0.3,0.073,,,,,,,,
0.3,0.073,,,,,,,,
0.3,0.074,,,,,,,,
0.3,0.074,,,,,,,,
0.3,0.074,,,,,,,,
0.3,0.075,,,,,,,,
0.3,0.077,,,,,,,,
0.3,0.077,,,,,,,,
0.3,0.078,,,,,,,,
0.3,0.08,,,,,,,,
0.3,0.081,,,,,,,,
0.3,0.081,,,,,,,,
0.3,0.082,,,,,,,,
0.3,0.083,,,,,,,,
0.3,0.083,,,,,,,,
0.3,0.083,,,,,,,,
0.3,0.083,,,,,,,,
0.3,0.083,,,,,,,,
0.4,0.082,,,,,,,,
0.4,0.082,,,,,,,,
0.4,0.082,,,,,,,,
0.4,0.083,,,,,,,,
0.4,0.085,,,,,,,,
0.4,0.085,,,,,,,,
0.4,0.086,,,,,,,,
0.4,0.087,,,,,,,,
0.4,0.088,,,,,,,,
0.4,0.088,,,,,,,,
0.4,0.088,,,,,,,,
0.4,0.089,,,,,,,,
0.4,0.089,,,,,,,,
0.4,0.089,,,,,,,,
0.4,0.09,,,,,,,,
0.4,0.09,,,,,,,,
0.4,0.091,,,,,,,,
0.4,0.092,,,,,,,,
0.4,0.092,,,,,,,,
0.4,0.092,,,,,,,,
0.4,0.093,,,,,,,,
0.4,0.093,,,,,,,,
0.4,0.094,,,,,,,,
0.4,0.094,,,,,,,,
0.4,0.094,,,,,,,,
0.4,0.095,,,,,,,,
0.4,0.096,,,,,,,,
0.4,0.097,,,,,,,,
0.4,0.097,,,,,,,,
0.4,0.097,,,,,,,,
0.4,0.098,,,,,,,,
0.4,0.098,,,,,,,,
0.4,0.099,,,,,,,,
0.4,0.099,,,,,,,,
0.4,0.099,,,,,,,,
0.4,0.099,,,,,,,,
0.4,0.099,,,,,,,,
0.4,0.1,,,,,,,,
0.4,0.1,,,,,,,,
0.4,0.1,,,,,,,,
0.4,0.101,,,,,,,,
0.4,0.101,,,,,,,,
0.4,0.101,,,,,,,,
0.4,0.101,,,,,,,,
0.4,0.101,,,,,,,,
0.4,0.102,,,,,,,,
0.4,0.102,,,,,,,,
0.4,0.102,,,,,,,,
0.4,0.102,,,,,,,,
0.4,0.102,,,,,,,,
0.4,0.103,,,,,,,,
0.4,0.103,,,,,,,,
0.4,0.103,,,,,,,,
0.4,0.104,,,,,,,,
0.4,0.105,,,,,,,,
0.4,0.105,,,,,,,,
0.4,0.105,,,,,,,,
0.4,0.106,,,,,,,,
0.4,0.106,,,,,,,,
0.4,0.106,,,,,,,,
0.4,0.107,,,,,,,,
0.4,0.107,,,,,,,,
0.4,0.107,,,,,,,,
0.4,0.107,,,,,,,,
0.4,0.108,,,,,,,,
0.4,0.108,,,,,,,,
0.4,0.108,,,,,,,,
0.4,0.11,,,,,,,,
0.4,0.11,,,,,,,,
0.4,0.11,,,,,,,,
0.4,0.11,,,,,,,,
0.4,0.11,,,,,,,,
0.4,0.111,,,,,,,,
0.4,0.111,,,,,,,,
0.4,0.111,,,,,,,,
0.4,0.111,,,,,,,,
0.4,0.112,,,,,,,,
0.4,0.112,,,,,,,,
0.4,0.112,,,,,,,,
0.4,0.113,,,,,,,,
0.4,0.113,,,,,,,,
0.4,0.114,,,,,,,,
0.4,0.115,,,,,,,,
0.4,0.116,,,,,,,,
0.4,0.116,,,,,,,,
0.4,0.116,,,,,,,,
0.4,0.116,,,,,,,,
0.4,0.118,,,,,,,,
0.4,0.118,,,,,,,,
0.4,0.119,,,,,,,,
0.4,0.119,,,,,,,,
0.4,0.12,,,,,,,,
0.4,0.121,,,,,,,,
0.4,0.121,,,,,,,,
0.4,0.121,,,,,,,,
0.4,0.123,,,,,,,,
0.4,0.125,,,,,,,,
0.4,0.126,,,,,,,,
0.4,0.126,,,,,,,,
0.4,0.126,,,,,,,,
0.5,0.109,,,,,,,,
0.5,0.11,,,,,,,,
0.5,0.116,,,,,,,,
0.5,0.116,,,,,,,,
0.5,0.117,,,,,,,,
0.5,0.118,,,,,,,,
0.5,0.12,,,,,,,,
0.5,0.122,,,,,,,,
0.5,0.122,,,,,,,,
0.5,0.122,,,,,,,,
0.5,0.122,,,,,,,,
0.5,0.123,,,,,,,,
0.5,0.123,,,,,,,,
0.5,0.126,,,,,,,,
0.5,0.128,,,,,,,,
0.5,0.128,,,,,,,,
0.5,0.129,,,,,,,,
0.5,0.13,,,,,,,,
0.5,0.13,,,,,,,,
0.5,0.131,,,,,,,,
0.5,0.131,,,,,,,,
0.5,0.131,,,,,,,,
0.5,0.131,,,,,,,,
0.5,0.132,,,,,,,,
0.5,0.132,,,,,,,,
0.5,0.132,,,,,,,,
0.5,0.132,,,,,,,,
0.5,0.133,,,,,,,,
0.5,0.133,,,,,,,,
0.5,0.133,,,,,,,,
0.5,0.135,,,,,,,,
0.5,0.135,,,,,,,,
0.5,0.135,,,,,,,,
0.5,0.136,,,,,,,,
0.5,0.137,,,,,,,,
0.5,0.137,,,,,,,,
0.5,0.137,,,,,,,,
0.5,0.137,,,,,,,,
0.5,0.137,,,,,,,,
0.5,0.137,,,,,,,,
0.5,0.138,,,,,,,,
0.5,0.138,,,,,,,,
0.5,0.139,,,,,,,,
0.5,0.139,,,,,,,,
0.5,0.139,,,,,,,,
0.5,0.139,,,,,,,,
0.5,0.14,,,,,,,,
0.5,0.14,,,,,,,,
0.5,0.14,,,,,,,,
0.5,0.141,,,,,,,,
0.5,0.141,,,,,,,,
0.5,0.142,,,,,,,,
0.5,0.142,,,,,,,,
0.5,0.142,,,,,,,,
0.5,0.142,,,,,,,,
0.5,0.142,,,,,,,,
0.5,0.143,,,,,,,,
0.5,0.143,,,,,,,,
0.5,0.143,,,,,,,,
0.5,0.143,,,,,,,,
0.5,0.143,,,,,,,,
0.5,0.144,,,,,,,,
0.5,0.144,,,,,,,,
0.5,0.144,,,,,,,,
0.5,0.146,,,,,,,,
0.5,0.147,,,,,,,,
0.5,0.147,,,,,,,,
0.5,0.147,,,,,,,,
0.5,0.149,,,,,,,,
0.5,0.149,,,,,,,,
0.5,0.15,,,,,,,,
0.5,0.15,,,,,,,,
0.5,0.151,,,,,,,,
0.5,0.151,,,,,,,,
0.5,0.151,,,,,,,,
0.5,0.151,,,,,,,,
0.5,0.152,,,,,,,,
0.5,0.152,,,,,,,,
0.5,0.153,,,,,,,,
0.5,0.153,,,,,,,,
0.5,0.153,,,,,,,,
0.5,0.153,,,,,,,,
0.5,0.154,,,,,,,,
0.5,0.154,,,,,,,,
0.5,0.154,,,,,,,,
0.5,0.154,,,,,,,,
0.5,0.155,,,,,,,,
0.5,0.155,,,,,,,,
0.5,0.155,,,,,,,,
0.5,0.158,,,,,,,,
0.5,0.16,,,,,,,,
0.5,0.16,,,,,,,,
0.5,0.16,,,,,,,,
0.5,0.16,,,,,,,,
0.5,0.161,,,,,,,,
0.5,0.161,,,,,,,,
0.5,0.169,,,,,,,,
0.5,0.171,,,,,,,,
0.5,0.171,,,,,,,,
0.5,0.172,,,,,,,,
0.6,0.14,,,,,,,,
0.6,0.151,,,,,,,,
0.6,0.152,,,,,,,,
0.6,0.153,,,,,,,,
0.6,0.155,,,,,,,,
0.6,0.155,,,,,,,,
0.6,0.158,,,,,,,,
0.6,0.158,,,,,,,,
0.6,0.162,,,,,,,,
0.6,0.162,,,,,,,,
0.6,0.163,,,,,,,,
0.6,0.165,,,,,,,,
0.6,0.166,,,,,,,,
0.6,0.167,,,,,,,,
0.6,0.167,,,,,,,,
0.6,0.167,,,,,,,,
0.6,0.169,,,,,,,,
0.6,0.17,,,,,,,,
0.6,0.171,,,,,,,,
0.6,0.171,,,,,,,,
0.6,0.171,,,,,,,,
0.6,0.171,,,,,,,,
0.6,0.172,,,,,,,,
0.6,0.173,,,,,,,,
0.6,0.173,,,,,,,,
0.6,0.173,,,,,,,,
0.6,0.174,,,,,,,,
0.6,0.174,,,,,,,,
0.6,0.175,,,,,,,,
0.6,0.175,,,,,,,,
0.6,0.175,,,,,,,,
0.6,0.175,,,,,,,,
0.6,0.176,,,,,,,,
0.6,0.177,,,,,,,,
0.6,0.177,,,,,,,,
0.6,0.178,,,,,,,,
0.6,0.178,,,,,,,,
0.6,0.179,,,,,,,,
0.6,0.18,,,,,,,,
0.6,0.18,,,,,,,,
0.6,0.18,,,,,,,,
0.6,0.18,,,,,,,,
0.6,0.181,,,,,,,,
0.6,0.181,,,,,,,,
0.6,0.182,,,,,,,,
0.6,0.182,,,,,,,,
0.6,0.183,,,,,,,,
0.6,0.183,,,,,,,,
0.6,0.183,,,,,,,,
0.6,0.183,,,,,,,,
0.6,0.184,,,,,,,,
0.6,0.184,,,,,,,,
0.6,0.184,,,,,,,,
0.6,0.184,,,,,,,,
0.6,0.184,,,,,,,,
0.6,0.185,,,,,,,,
0.6,0.186,,,,,,,,
0.6,0.186,,,,,,,,
0.6,0.186,,,,,,,,
0.6,0.187,,,,,,,,
0.6,0.187,,,,,,,,
0.6,0.187,,,,,,,,
0.6,0.188,,,,,,,,
0.6,0.188,,,,,,,,
0.6,0.188,,,,,,,,
0.6,0.188,,,,,,,,
0.6,0.189,,,,,,,,
0.6,0.19,,,,,,,,
0.6,0.19,,,,,,,,
0.6,0.19,,,,,,,,
0.6,0.19,,,,,,,,
0.6,0.19,,,,,,,,
0.6,0.19,,,,,,,,
0.6,0.191,,,,,,,,
0.6,0.191,,,,,,,,
0.6,0.191,,,,,,,,
0.6,0.192,,,,,,,,
0.6,0.192,,,,,,,,
0.6,0.192,,,,,,,,
0.6,0.192,,,,,,,,
0.6,0.193,,,,,,,,
0.6,0.193,,,,,,,,
0.6,0.195,,,,,,,,
0.6,0.195,,,,,,,,
0.6,0.195,,,,,,,,
0.6,0.196,,,,,,,,
0.6,0.197,,,,,,,,
0.6,0.197,,,,,,,,
0.6,0.197,,,,,,,,
0.6,0.197,,,,,,,,
0.6,0.198,,,,,,,,
0.6,0.198,,,,,,,,
0.6,0.199,,,,,,,,
0.6,0.202,,,,,,,,
0.6,0.205,,,,,,,,
0.6,0.205,,,,,,,,
0.6,0.207,,,,,,,,
0.6,0.208,,,,,,,,
0.6,0.21,,,,,,,,
0.6,0.21,,,,,,,,
0.7,0.181,,,,,,,,
0.7,0.186,,,,,,,,
0.7,0.19,,,,,,,,
0.7,0.194,,,,,,,,
0.7,0.195,,,,,,,,
0.7,0.198,,,,,,,,
0.7,0.198,,,,,,,,
0.7,0.2,,,,,,,,
0.7,0.201,,,,,,,,
0.7,0.201,,,,,,,,
0.7,0.203,,,,,,,,
0.7,0.204,,,,,,,,
0.7,0.204,,,,,,,,
0.7,0.204,,,,,,,,
0.7,0.205,,,,,,,,
0.7,0.206,,,,,,,,
0.7,0.206,,,,,,,,
0.7,0.207,,,,,,,,
0.7,0.207,,,,,,,,
0.7,0.208,,,,,,,,
0.7,0.208,,,,,,,,
0.7,0.208,,,,,,,,
0.7,0.208,,,,,,,,
0.7,0.208,,,,,,,,
0.7,0.209,,,,,,,,
0.7,0.21,,,,,,,,
0.7,0.211,,,,,,,,
0.7,0.212,,,,,,,,
0.7,0.212,,,,,,,,
0.7,0.213,,,,,,,,
0.7,0.214,,,,,,,,
0.7,0.214,,,,,,,,
0.7,0.215,,,,,,,,
0.7,0.215,,,,,,,,
0.7,0.215,,,,,,,,
0.7,0.215,,,,,,,,
0.7,0.215,,,,,,,,
0.7,0.216,,,,,,,,
0.7,0.216,,,,,,,,
0.7,0.216,,,,,,,,
0.7,0.216,,,,,,,,
0.7,0.217,,,,,,,,
0.7,0.217,,,,,,,,
0.7,0.217,,,,,,,,
0.7,0.217,,,,,,,,
0.7,0.217,,,,,,,,
0.7,0.218,,,,,,,,
0.7,0.218,,,,,,,,
0.7,0.218,,,,,,,,
0.7,0.218,,,,,,,,
0.7,0.219,,,,,,,,
0.7,0.219,,,,,,,,
0.7,0.221,,,,,,,,
0.7,0.221,,,,,,,,
0.7,0.223,,,,,,,,
0.7,0.223,,,,,,,,
0.7,0.225,,,,,,,,
0.7,0.225,,,,,,,,
0.7,0.226,,,,,,,,
0.7,0.226,,,,,,,,
0.7,0.226,,,,,,,,
0.7,0.226,,,,,,,,
0.7,0.227,,,,,,,,
0.7,0.227,,,,,,,,
0.7,0.227,,,,,,,,
0.7,0.227,,,,,,,,
0.7,0.228,,,,,,,,
0.7,0.228,,,,,,,,
0.7,0.229,,,,,,,,
0.7,0.229,,,,,,,,
0.7,0.229,,,,,,,,
0.7,0.229,,,,,,,,
0.7,0.23,,,,,,,,
0.7,0.23,,,,,,,,
0.7,0.23,,,,,,,,
0.7,0.231,,,,,,,,
0.7,0.231,,,,,,,,
0.7,0.233,,,,,,,,
0.7,0.235,,,,,,,,
0.7,0.235,,,,,,,,
0.7,0.236,,,,,,,,
0.7,0.236,,,,,,,,
0.7,0.238,,,,,,,,
0.7,0.239,,,,,,,,
0.7,0.239,,,,,,,,
0.7,0.239,,,,,,,,
0.7,0.241,,,,,,,,
0.7,0.242,,,,,,,,
0.7,0.243,,,,,,,,
0.7,0.243,,,,,,,,
0.7,0.243,,,,,,,,
0.7,0.244,,,,,,,,
0.7,0.246,,,,,,,,
0.7,0.246,,,,,,,,
0.7,0.247,,,,,,,,
0.7,0.247,,,,,,,,
0.7,0.252,,,,,,,,
0.7,0.253,,,,,,,,
0.7,0.262,,,,,,,,
0.7,0.293,,,,,,,,
0.8,0.2,,,,,,,,
0.8,0.223,,,,,,,,
0.8,0.223,,,,,,,,
0.8,0.232,,,,,,,,
0.8,0.236,,,,,,,,
0.8,0.238,,,,,,,,
0.8,0.238,,,,,,,,
0.8,0.238,,,,,,,,
0.8,0.24,,,,,,,,
0.8,0.24,,,,,,,,
0.8,0.241,,,,,,,,
0.8,0.241,,,,,,,,
0.8,0.242,,,,,,,,
0.8,0.243,,,,,,,,
0.8,0.243,,,,,,,,
0.8,0.243,,,,,,,,
0.8,0.244,,,,,,,,
0.8,0.245,,,,,,,,
0.8,0.245,,,,,,,,
0.8,0.245,,,,,,,,
0.8,0.246,,,,,,,,
0.8,0.247,,,,,,,,
0.8,0.248,,,,,,,,
0.8,0.248,,,,,,,,
0.8,0.249,,,,,,,,
0.8,0.249,,,,,,,,
0.8,0.25,,,,,,,,
0.8,0.251,,,,,,,,
0.8,0.252,,,,,,,,
0.8,0.253,,,,,,,,
0.8,0.253,,,,,,,,
0.8,0.253,,,,,,,,
0.8,0.253,,,,,,,,
0.8,0.254,,,,,,,,
0.8,0.254,,,,,,,,
0.8,0.255,,,,,,,,
0.8,0.255,,,,,,,,
0.8,0.255,,,,,,,,
0.8,0.256,,,,,,,,
0.8,0.257,,,,,,,,
0.8,0.257,,,,,,,,
0.8,0.257,,,,,,,,
0.8,0.258,,,,,,,,
0.8,0.259,,,,,,,,
0.8,0.26,,,,,,,,
0.8,0.261,,,,,,,,
0.8,0.261,,,,,,,,
0.8,0.262,,,,,,,,
0.8,0.262,,,,,,,,
0.8,0.263,,,,,,,,
0.8,0.264,,,,,,,,
0.8,0.264,,,,,,,,
0.8,0.264,,,,,,,,
0.8,0.264,,,,,,,,
0.8,0.265,,,,,,,,
0.8,0.265,,,,,,,,
0.8,0.265,,,,,,,,
0.8,0.265,,,,,,,,
0.8,0.266,,,,,,,,
0.8,0.267,,,,,,,,
0.8,0.269,,,,,,,,
0.8,0.27,,,,,,,,
0.8,0.27,,,,,,,,
0.8,0.27,,,,,,,,
0.8,0.27,,,,,,,,
0.8,0.27,,,,,,,,
0.8,0.271,,,,,,,,
0.8,0.271,,,,,,,,
0.8,0.272,,,,,,,,
0.8,0.272,,,,,,,,
0.8,0.272,,,,,,,,
0.8,0.272,,,,,,,,
0.8,0.272,,,,,,,,
0.8,0.272,,,,,,,,
0.8,0.273,,,,,,,,
0.8,0.274,,,,,,,,
0.8,0.274,,,,,,,,
0.8,0.274,,,,,,,,
0.8,0.274,,,,,,,,
0.8,0.276,,,,,,,,
0.8,0.277,,,,,,,,
0.8,0.277,,,,,,,,
0.8,0.277,,,,,,,,
0.8,0.278,,,,,,,,
0.8,0.278,,,,,,,,
0.8,0.278,,,,,,,,
0.8,0.279,,,,,,,,
0.8,0.279,,,,,,,,
0.8,0.281,,,,,,,,
0.8,0.281,,,,,,,,
0.8,0.281,,,,,,,,
0.8,0.285,,,,,,,,
0.8,0.289,,,,,,,,
0.8,0.29,,,,,,,,
0.8,0.295,,,,,,,,
0.8,0.295,,,,,,,,
0.8,0.295,,,,,,,,
0.8,0.304,,,,,,,,
0.8,0.31,,,,,,,,
0.8,0.311,,,,,,,,
0.9,0.248,,,,,,,,
0.9,0.253,,,,,,,,
0.9,0.264,,,,,,,,
0.9,0.266,,,,,,,,
0.9,0.267,,,,,,,,
0.9,0.269,,,,,,,,
0.9,0.269,,,,,,,,
0.9,0.27,,,,,,,,
0.9,0.272,,,,,,,,
0.9,0.278,,,,,,,,
0.9,0.278,,,,,,,,
0.9,0.28,,,,,,,,
0.9,0.28,,,,,,,,
0.9,0.28,,,,,,,,
0.9,0.281,,,,,,,,
0.9,0.281,,,,,,,,
0.9,0.281,,,,,,,,
0.9,0.282,,,,,,,,
0.9,0.282,,,,,,,,
0.9,0.284,,,,,,,,
0.9,0.284,,,,,,,,
0.9,0.284,,,,,,,,
0.9,0.284,,,,,,,,
0.9,0.286,,,,,,,,
0.9,0.286,,,,,,,,
0.9,0.288,,,,,,,,
0.9,0.29,,,,,,,,
0.9,0.291,,,,,,,,
0.9,0.291,,,,,,,,
0.9,0.291,,,,,,,,
0.9,0.291,,,,,,,,
0.9,0.292,,,,,,,,
0.9,0.292,,,,,,,,
0.9,0.293,,,,,,,,
0.9,0.294,,,,,,,,
0.9,0.295,,,,,,,,
0.9,0.295,,,,,,,,
0.9,0.296,,,,,,,,
0.9,0.296,,,,,,,,
0.9,0.297,,,,,,,,
0.9,0.297,,,,,,,,
0.9,0.297,,,,,,,,
0.9,0.297,,,,,,,,
0.9,0.297,,,,,,,,
0.9,0.298,,,,,,,,
0.9,0.298,,,,,,,,
0.9,0.298,,,,,,,,
0.9,0.298,,,,,,,,
0.9,0.298,,,,,,,,
0.9,0.299,,,,,,,,
0.9,0.299,,,,,,,,
0.9,0.299,,,,,,,,
0.9,0.299,,,,,,,,
0.9,0.299,,,,,,,,
0.9,0.3,,,,,,,,
